"box","variable","value","Code","phase","season"
3,"FSCU_S2juv",0.25,"SCU","juv",2
4,"FSCU_S2juv",0.16,"SCU","juv",2
5,"FSCU_S2juv",0.12,"SCU","juv",2
6,"FSCU_S2juv",0.08,"SCU","juv",2
7,"FSCU_S2juv",0.12,"SCU","juv",2
8,"FSCU_S2juv",0.01,"SCU","juv",2
9,"FSCU_S2juv",0.04,"SCU","juv",2
10,"FSCU_S2juv",0,"SCU","juv",2
11,"FSCU_S2juv",0,"SCU","juv",2
12,"FSCU_S2juv",0,"SCU","juv",2
13,"FSCU_S2juv",0,"SCU","juv",2
14,"FSCU_S2juv",0,"SCU","juv",2
15,"FSCU_S2juv",0,"SCU","juv",2
16,"FSCU_S2juv",0,"SCU","juv",2
17,"FSCU_S2juv",0,"SCU","juv",2
18,"FSCU_S2juv",0.01,"SCU","juv",2
19,"FSCU_S2juv",0,"SCU","juv",2
20,"FSCU_S2juv",0,"SCU","juv",2
21,"FSCU_S2juv",0,"SCU","juv",2
22,"FSCU_S2juv",0,"SCU","juv",2
23,"FSCU_S2juv",0,"SCU","juv",2
24,"FSCU_S2juv",0,"SCU","juv",2
25,"FSCU_S2juv",0,"SCU","juv",2
26,"FSCU_S2juv",0,"SCU","juv",2
27,"FSCU_S2juv",0,"SCU","juv",2
28,"FSCU_S2juv",0,"SCU","juv",2
29,"FSCU_S2juv",0,"SCU","juv",2
0,"FSCU_S3juv",0,"SCU","juv",3
1,"FSCU_S3juv",0.11,"SCU","juv",3
2,"FSCU_S3juv",0.11,"SCU","juv",3
3,"FSCU_S3juv",0.04,"SCU","juv",3
4,"FSCU_S3juv",0.2,"SCU","juv",3
5,"FSCU_S3juv",0.12,"SCU","juv",3
6,"FSCU_S3juv",0.11,"SCU","juv",3
7,"FSCU_S3juv",0.21,"SCU","juv",3
8,"FSCU_S3juv",0.02,"SCU","juv",3
9,"FSCU_S3juv",0.06,"SCU","juv",3
10,"FSCU_S3juv",0,"SCU","juv",3
11,"FSCU_S3juv",0,"SCU","juv",3
12,"FSCU_S3juv",0,"SCU","juv",3
13,"FSCU_S3juv",0.01,"SCU","juv",3
14,"FSCU_S3juv",0,"SCU","juv",3
15,"FSCU_S3juv",0,"SCU","juv",3
16,"FSCU_S3juv",0,"SCU","juv",3
17,"FSCU_S3juv",0,"SCU","juv",3
18,"FSCU_S3juv",0.01,"SCU","juv",3
19,"FSCU_S3juv",0,"SCU","juv",3
20,"FSCU_S3juv",0,"SCU","juv",3
21,"FSCU_S3juv",0,"SCU","juv",3
22,"FSCU_S3juv",0,"SCU","juv",3
23,"FSCU_S3juv",0,"SCU","juv",3
24,"FSCU_S3juv",0,"SCU","juv",3
25,"FSCU_S3juv",0,"SCU","juv",3
26,"FSCU_S3juv",0,"SCU","juv",3
27,"FSCU_S3juv",0,"SCU","juv",3
28,"FSCU_S3juv",0,"SCU","juv",3
29,"FSCU_S3juv",0,"SCU","juv",3
0,"FSCU_S4juv",0,"SCU","juv",4
1,"FSCU_S4juv",0.09,"SCU","juv",4
2,"FSCU_S4juv",0.12,"SCU","juv",4
3,"FSCU_S4juv",0.25,"SCU","juv",4
4,"FSCU_S4juv",0.16,"SCU","juv",4
5,"FSCU_S4juv",0.12,"SCU","juv",4
6,"FSCU_S4juv",0.08,"SCU","juv",4
7,"FSCU_S4juv",0.12,"SCU","juv",4
8,"FSCU_S4juv",0.01,"SCU","juv",4
9,"FSCU_S4juv",0.04,"SCU","juv",4
10,"FSCU_S4juv",0,"SCU","juv",4
11,"FSCU_S4juv",0,"SCU","juv",4
12,"FSCU_S4juv",0,"SCU","juv",4
13,"FSCU_S4juv",0,"SCU","juv",4
14,"FSCU_S4juv",0,"SCU","juv",4
15,"FSCU_S4juv",0,"SCU","juv",4
16,"FSCU_S4juv",0,"SCU","juv",4
17,"FSCU_S4juv",0,"SCU","juv",4
18,"FSCU_S4juv",0.01,"SCU","juv",4
19,"FSCU_S4juv",0,"SCU","juv",4
20,"FSCU_S4juv",0,"SCU","juv",4
21,"FSCU_S4juv",0,"SCU","juv",4
22,"FSCU_S4juv",0,"SCU","juv",4
23,"FSCU_S4juv",0,"SCU","juv",4
24,"FSCU_S4juv",0,"SCU","juv",4
25,"FSCU_S4juv",0,"SCU","juv",4
26,"FSCU_S4juv",0,"SCU","juv",4
27,"FSCU_S4juv",0,"SCU","juv",4
28,"FSCU_S4juv",0,"SCU","juv",4
29,"FSCU_S4juv",0,"SCU","juv",4
0,"FTYL_S1",0,"TYL","adult",1
1,"FTYL_S1",0,"TYL","adult",1
2,"FTYL_S1",0.02,"TYL","adult",1
3,"FTYL_S1",0.08,"TYL","adult",1
4,"FTYL_S1",0,"TYL","adult",1
5,"FTYL_S1",0.17,"TYL","adult",1
6,"FTYL_S1",0.37,"TYL","adult",1
7,"FTYL_S1",0,"TYL","adult",1
8,"FTYL_S1",0,"TYL","adult",1
9,"FTYL_S1",0.29,"TYL","adult",1
10,"FTYL_S1",0,"TYL","adult",1
11,"FTYL_S1",0,"TYL","adult",1
12,"FTYL_S1",0,"TYL","adult",1
13,"FTYL_S1",0,"TYL","adult",1
14,"FTYL_S1",0.07,"TYL","adult",1
15,"FTYL_S1",0,"TYL","adult",1
16,"FTYL_S1",0,"TYL","adult",1
17,"FTYL_S1",0,"TYL","adult",1
18,"FTYL_S1",0,"TYL","adult",1
19,"FTYL_S1",0,"TYL","adult",1
20,"FTYL_S1",0,"TYL","adult",1
21,"FTYL_S1",0,"TYL","adult",1
22,"FTYL_S1",0,"TYL","adult",1
23,"FTYL_S1",0,"TYL","adult",1
24,"FTYL_S1",0,"TYL","adult",1
25,"FTYL_S1",0,"TYL","adult",1
26,"FTYL_S1",0,"TYL","adult",1
27,"FTYL_S1",0,"TYL","adult",1
28,"FTYL_S1",0,"TYL","adult",1
29,"FTYL_S1",0,"TYL","adult",1
0,"FTYL_S2",0,"TYL","adult",2
1,"FTYL_S2",0,"TYL","adult",2
2,"FTYL_S2",0.02,"TYL","adult",2
3,"FTYL_S2",0.14,"TYL","adult",2
4,"FTYL_S2",0,"TYL","adult",2
5,"FTYL_S2",0.19,"TYL","adult",2
6,"FTYL_S2",0.31,"TYL","adult",2
7,"FTYL_S2",0,"TYL","adult",2
8,"FTYL_S2",0.01,"TYL","adult",2
9,"FTYL_S2",0.28,"TYL","adult",2
10,"FTYL_S2",0,"TYL","adult",2
11,"FTYL_S2",0,"TYL","adult",2
12,"FTYL_S2",0,"TYL","adult",2
13,"FTYL_S2",0.01,"TYL","adult",2
14,"FTYL_S2",0.04,"TYL","adult",2
15,"FTYL_S2",0,"TYL","adult",2
16,"FTYL_S2",0,"TYL","adult",2
17,"FTYL_S2",0,"TYL","adult",2
18,"FTYL_S2",0,"TYL","adult",2
19,"FTYL_S2",0,"TYL","adult",2
20,"FTYL_S2",0,"TYL","adult",2
21,"FTYL_S2",0,"TYL","adult",2
22,"FTYL_S2",0,"TYL","adult",2
23,"FTYL_S2",0,"TYL","adult",2
24,"FTYL_S2",0,"TYL","adult",2
25,"FTYL_S2",0,"TYL","adult",2
26,"FTYL_S2",0,"TYL","adult",2
27,"FTYL_S2",0,"TYL","adult",2
28,"FTYL_S2",0,"TYL","adult",2
29,"FTYL_S2",0,"TYL","adult",2
0,"FTYL_S3",0,"TYL","adult",3
1,"FTYL_S3",0,"TYL","adult",3
2,"FTYL_S3",0.03,"TYL","adult",3
3,"FTYL_S3",0.19,"TYL","adult",3
4,"FTYL_S3",0,"TYL","adult",3
5,"FTYL_S3",0.2,"TYL","adult",3
6,"FTYL_S3",0.28,"TYL","adult",3
7,"FTYL_S3",0,"TYL","adult",3
8,"FTYL_S3",0.02,"TYL","adult",3
9,"FTYL_S3",0.26,"TYL","adult",3
10,"FTYL_S3",0,"TYL","adult",3
11,"FTYL_S3",0,"TYL","adult",3
12,"FTYL_S3",0,"TYL","adult",3
13,"FTYL_S3",0.01,"TYL","adult",3
14,"FTYL_S3",0.01,"TYL","adult",3
15,"FTYL_S3",0,"TYL","adult",3
16,"FTYL_S3",0,"TYL","adult",3
17,"FTYL_S3",0,"TYL","adult",3
18,"FTYL_S3",0,"TYL","adult",3
19,"FTYL_S3",0,"TYL","adult",3
20,"FTYL_S3",0,"TYL","adult",3
21,"FTYL_S3",0,"TYL","adult",3
22,"FTYL_S3",0,"TYL","adult",3
23,"FTYL_S3",0,"TYL","adult",3
24,"FTYL_S3",0,"TYL","adult",3
25,"FTYL_S3",0,"TYL","adult",3
26,"FTYL_S3",0,"TYL","adult",3
27,"FTYL_S3",0,"TYL","adult",3
28,"FTYL_S3",0,"TYL","adult",3
29,"FTYL_S3",0,"TYL","adult",3
0,"FTYL_S4",0,"TYL","adult",4
1,"FTYL_S4",0,"TYL","adult",4
2,"FTYL_S4",0.02,"TYL","adult",4
3,"FTYL_S4",0.14,"TYL","adult",4
4,"FTYL_S4",0,"TYL","adult",4
5,"FTYL_S4",0.19,"TYL","adult",4
6,"FTYL_S4",0.31,"TYL","adult",4
7,"FTYL_S4",0,"TYL","adult",4
8,"FTYL_S4",0.01,"TYL","adult",4
9,"FTYL_S4",0.28,"TYL","adult",4
10,"FTYL_S4",0,"TYL","adult",4
11,"FTYL_S4",0,"TYL","adult",4
12,"FTYL_S4",0,"TYL","adult",4
13,"FTYL_S4",0.01,"TYL","adult",4
14,"FTYL_S4",0.04,"TYL","adult",4
15,"FTYL_S4",0,"TYL","adult",4
16,"FTYL_S4",0,"TYL","adult",4
17,"FTYL_S4",0,"TYL","adult",4
18,"FTYL_S4",0,"TYL","adult",4
19,"FTYL_S4",0,"TYL","adult",4
20,"FTYL_S4",0,"TYL","adult",4
21,"FTYL_S4",0,"TYL","adult",4
22,"FTYL_S4",0,"TYL","adult",4
23,"FTYL_S4",0,"TYL","adult",4
24,"FTYL_S4",0,"TYL","adult",4
25,"FTYL_S4",0,"TYL","adult",4
26,"FTYL_S4",0,"TYL","adult",4
27,"FTYL_S4",0,"TYL","adult",4
28,"FTYL_S4",0,"TYL","adult",4
29,"FTYL_S4",0,"TYL","adult",4
0,"FTYL_S1juv",0,"TYL","juv",1
1,"FTYL_S1juv",0,"TYL","juv",1
2,"FTYL_S1juv",0.02,"TYL","juv",1
3,"FTYL_S1juv",0.08,"TYL","juv",1
4,"FTYL_S1juv",0,"TYL","juv",1
5,"FTYL_S1juv",0.17,"TYL","juv",1
6,"FTYL_S1juv",0.37,"TYL","juv",1
7,"FTYL_S1juv",0,"TYL","juv",1
8,"FTYL_S1juv",0,"TYL","juv",1
9,"FTYL_S1juv",0.29,"TYL","juv",1
10,"FTYL_S1juv",0,"TYL","juv",1
11,"FTYL_S1juv",0,"TYL","juv",1
12,"FTYL_S1juv",0,"TYL","juv",1
13,"FTYL_S1juv",0,"TYL","juv",1
14,"FTYL_S1juv",0.07,"TYL","juv",1
15,"FTYL_S1juv",0,"TYL","juv",1
16,"FTYL_S1juv",0,"TYL","juv",1
17,"FTYL_S1juv",0,"TYL","juv",1
18,"FTYL_S1juv",0,"TYL","juv",1
19,"FTYL_S1juv",0,"TYL","juv",1
20,"FTYL_S1juv",0,"TYL","juv",1
21,"FTYL_S1juv",0,"TYL","juv",1
22,"FTYL_S1juv",0,"TYL","juv",1
23,"FTYL_S1juv",0,"TYL","juv",1
24,"FTYL_S1juv",0,"TYL","juv",1
25,"FTYL_S1juv",0,"TYL","juv",1
26,"FTYL_S1juv",0,"TYL","juv",1
27,"FTYL_S1juv",0,"TYL","juv",1
28,"FTYL_S1juv",0,"TYL","juv",1
29,"FTYL_S1juv",0,"TYL","juv",1
0,"FTYL_S2juv",0,"TYL","juv",2
1,"FTYL_S2juv",0,"TYL","juv",2
2,"FTYL_S2juv",0.02,"TYL","juv",2
3,"FTYL_S2juv",0.14,"TYL","juv",2
4,"FTYL_S2juv",0,"TYL","juv",2
5,"FTYL_S2juv",0.19,"TYL","juv",2
6,"FTYL_S2juv",0.31,"TYL","juv",2
7,"FTYL_S2juv",0,"TYL","juv",2
8,"FTYL_S2juv",0.01,"TYL","juv",2
9,"FTYL_S2juv",0.28,"TYL","juv",2
10,"FTYL_S2juv",0,"TYL","juv",2
11,"FTYL_S2juv",0,"TYL","juv",2
12,"FTYL_S2juv",0,"TYL","juv",2
13,"FTYL_S2juv",0.01,"TYL","juv",2
14,"FTYL_S2juv",0.04,"TYL","juv",2
15,"FTYL_S2juv",0,"TYL","juv",2
16,"FTYL_S2juv",0,"TYL","juv",2
17,"FTYL_S2juv",0,"TYL","juv",2
18,"FTYL_S2juv",0,"TYL","juv",2
19,"FTYL_S2juv",0,"TYL","juv",2
20,"FTYL_S2juv",0,"TYL","juv",2
21,"FTYL_S2juv",0,"TYL","juv",2
22,"FTYL_S2juv",0,"TYL","juv",2
23,"FTYL_S2juv",0,"TYL","juv",2
24,"FTYL_S2juv",0,"TYL","juv",2
25,"FTYL_S2juv",0,"TYL","juv",2
26,"FTYL_S2juv",0,"TYL","juv",2
27,"FTYL_S2juv",0,"TYL","juv",2
28,"FTYL_S2juv",0,"TYL","juv",2
29,"FTYL_S2juv",0,"TYL","juv",2
0,"FTYL_S3juv",0,"TYL","juv",3
1,"FTYL_S3juv",0,"TYL","juv",3
2,"FTYL_S3juv",0.03,"TYL","juv",3
3,"FTYL_S3juv",0.19,"TYL","juv",3
4,"FTYL_S3juv",0,"TYL","juv",3
5,"FTYL_S3juv",0.2,"TYL","juv",3
6,"FTYL_S3juv",0.28,"TYL","juv",3
7,"FTYL_S3juv",0,"TYL","juv",3
8,"FTYL_S3juv",0.02,"TYL","juv",3
9,"FTYL_S3juv",0.26,"TYL","juv",3
10,"FTYL_S3juv",0,"TYL","juv",3
11,"FTYL_S3juv",0,"TYL","juv",3
12,"FTYL_S3juv",0,"TYL","juv",3
13,"FTYL_S3juv",0.01,"TYL","juv",3
14,"FTYL_S3juv",0.01,"TYL","juv",3
15,"FTYL_S3juv",0,"TYL","juv",3
16,"FTYL_S3juv",0,"TYL","juv",3
17,"FTYL_S3juv",0,"TYL","juv",3
18,"FTYL_S3juv",0,"TYL","juv",3
19,"FTYL_S3juv",0,"TYL","juv",3
20,"FTYL_S3juv",0,"TYL","juv",3
21,"FTYL_S3juv",0,"TYL","juv",3
22,"FTYL_S3juv",0,"TYL","juv",3
23,"FTYL_S3juv",0,"TYL","juv",3
24,"FTYL_S3juv",0,"TYL","juv",3
25,"FTYL_S3juv",0,"TYL","juv",3
26,"FTYL_S3juv",0,"TYL","juv",3
27,"FTYL_S3juv",0,"TYL","juv",3
28,"FTYL_S3juv",0,"TYL","juv",3
29,"FTYL_S3juv",0,"TYL","juv",3
0,"FTYL_S4juv",0,"TYL","juv",4
1,"FTYL_S4juv",0,"TYL","juv",4
2,"FTYL_S4juv",0.02,"TYL","juv",4
3,"FTYL_S4juv",0.14,"TYL","juv",4
4,"FTYL_S4juv",0,"TYL","juv",4
5,"FTYL_S4juv",0.19,"TYL","juv",4
6,"FTYL_S4juv",0.31,"TYL","juv",4
7,"FTYL_S4juv",0,"TYL","juv",4
8,"FTYL_S4juv",0.01,"TYL","juv",4
9,"FTYL_S4juv",0.28,"TYL","juv",4
10,"FTYL_S4juv",0,"TYL","juv",4
11,"FTYL_S4juv",0,"TYL","juv",4
12,"FTYL_S4juv",0,"TYL","juv",4
13,"FTYL_S4juv",0.01,"TYL","juv",4
14,"FTYL_S4juv",0.04,"TYL","juv",4
15,"FTYL_S4juv",0,"TYL","juv",4
16,"FTYL_S4juv",0,"TYL","juv",4
17,"FTYL_S4juv",0,"TYL","juv",4
18,"FTYL_S4juv",0,"TYL","juv",4
19,"FTYL_S4juv",0,"TYL","juv",4
20,"FTYL_S4juv",0,"TYL","juv",4
21,"FTYL_S4juv",0,"TYL","juv",4
22,"FTYL_S4juv",0,"TYL","juv",4
23,"FTYL_S4juv",0,"TYL","juv",4
24,"FTYL_S4juv",0,"TYL","juv",4
25,"FTYL_S4juv",0,"TYL","juv",4
26,"FTYL_S4juv",0,"TYL","juv",4
27,"FTYL_S4juv",0,"TYL","juv",4
28,"FTYL_S4juv",0,"TYL","juv",4
29,"FTYL_S4juv",0,"TYL","juv",4
0,"FRED_S1",0,"RED","adult",1
1,"FRED_S1",0,"RED","adult",1
2,"FRED_S1",0,"RED","adult",1
3,"FRED_S1",0,"RED","adult",1
4,"FRED_S1",0,"RED","adult",1
5,"FRED_S1",0,"RED","adult",1
6,"FRED_S1",0,"RED","adult",1
7,"FRED_S1",0,"RED","adult",1
8,"FRED_S1",0,"RED","adult",1
9,"FRED_S1",0,"RED","adult",1
10,"FRED_S1",0.015,"RED","adult",1
11,"FRED_S1",0.178,"RED","adult",1
12,"FRED_S1",0.006,"RED","adult",1
13,"FRED_S1",0,"RED","adult",1
14,"FRED_S1",0,"RED","adult",1
15,"FRED_S1",0.001,"RED","adult",1
16,"FRED_S1",0.19,"RED","adult",1
17,"FRED_S1",0,"RED","adult",1
18,"FRED_S1",0,"RED","adult",1
19,"FRED_S1",0.119,"RED","adult",1
20,"FRED_S1",0.175,"RED","adult",1
21,"FRED_S1",0.013,"RED","adult",1
22,"FRED_S1",0.303,"RED","adult",1
23,"FRED_S1",0,"RED","adult",1
24,"FRED_S1",0,"RED","adult",1
25,"FRED_S1",0,"RED","adult",1
26,"FRED_S1",0,"RED","adult",1
27,"FRED_S1",0,"RED","adult",1
28,"FRED_S1",0,"RED","adult",1
29,"FRED_S1",0,"RED","adult",1
0,"FRED_S2",0,"RED","adult",2
1,"FRED_S2",0,"RED","adult",2
2,"FRED_S2",0,"RED","adult",2
3,"FRED_S2",0,"RED","adult",2
4,"FRED_S2",0,"RED","adult",2
5,"FRED_S2",0,"RED","adult",2
6,"FRED_S2",0,"RED","adult",2
7,"FRED_S2",0,"RED","adult",2
8,"FRED_S2",0,"RED","adult",2
9,"FRED_S2",0,"RED","adult",2
10,"FRED_S2",0.015,"RED","adult",2
11,"FRED_S2",0.178,"RED","adult",2
12,"FRED_S2",0.006,"RED","adult",2
13,"FRED_S2",0,"RED","adult",2
14,"FRED_S2",0,"RED","adult",2
15,"FRED_S2",0.001,"RED","adult",2
16,"FRED_S2",0.19,"RED","adult",2
17,"FRED_S2",0,"RED","adult",2
18,"FRED_S2",0,"RED","adult",2
19,"FRED_S2",0.119,"RED","adult",2
20,"FRED_S2",0.175,"RED","adult",2
21,"FRED_S2",0.013,"RED","adult",2
22,"FRED_S2",0.303,"RED","adult",2
23,"FRED_S2",0,"RED","adult",2
24,"FRED_S2",0,"RED","adult",2
25,"FRED_S2",0,"RED","adult",2
26,"FRED_S2",0,"RED","adult",2
27,"FRED_S2",0,"RED","adult",2
28,"FRED_S2",0,"RED","adult",2
29,"FRED_S2",0,"RED","adult",2
0,"FRED_S3",0,"RED","adult",3
1,"FRED_S3",0,"RED","adult",3
2,"FRED_S3",0,"RED","adult",3
3,"FRED_S3",0,"RED","adult",3
4,"FRED_S3",0,"RED","adult",3
5,"FRED_S3",0,"RED","adult",3
6,"FRED_S3",0,"RED","adult",3
7,"FRED_S3",0,"RED","adult",3
8,"FRED_S3",0,"RED","adult",3
9,"FRED_S3",0,"RED","adult",3
10,"FRED_S3",0.015,"RED","adult",3
11,"FRED_S3",0.178,"RED","adult",3
12,"FRED_S3",0.006,"RED","adult",3
13,"FRED_S3",0,"RED","adult",3
14,"FRED_S3",0,"RED","adult",3
15,"FRED_S3",0.001,"RED","adult",3
16,"FRED_S3",0.19,"RED","adult",3
17,"FRED_S3",0,"RED","adult",3
18,"FRED_S3",0,"RED","adult",3
19,"FRED_S3",0.119,"RED","adult",3
20,"FRED_S3",0.175,"RED","adult",3
21,"FRED_S3",0.013,"RED","adult",3
22,"FRED_S3",0.303,"RED","adult",3
23,"FRED_S3",0,"RED","adult",3
24,"FRED_S3",0,"RED","adult",3
25,"FRED_S3",0,"RED","adult",3
26,"FRED_S3",0,"RED","adult",3
27,"FRED_S3",0,"RED","adult",3
28,"FRED_S3",0,"RED","adult",3
29,"FRED_S3",0,"RED","adult",3
0,"FRED_S4",0,"RED","adult",4
1,"FRED_S4",0,"RED","adult",4
2,"FRED_S4",0,"RED","adult",4
3,"FRED_S4",0,"RED","adult",4
4,"FRED_S4",0,"RED","adult",4
5,"FRED_S4",0,"RED","adult",4
6,"FRED_S4",0,"RED","adult",4
7,"FRED_S4",0,"RED","adult",4
8,"FRED_S4",0.002,"RED","adult",4
9,"FRED_S4",0,"RED","adult",4
10,"FRED_S4",0.021,"RED","adult",4
11,"FRED_S4",0.153,"RED","adult",4
12,"FRED_S4",0.003,"RED","adult",4
13,"FRED_S4",0,"RED","adult",4
14,"FRED_S4",0,"RED","adult",4
15,"FRED_S4",0,"RED","adult",4
16,"FRED_S4",0.178,"RED","adult",4
17,"FRED_S4",0,"RED","adult",4
18,"FRED_S4",0.001,"RED","adult",4
19,"FRED_S4",0.377,"RED","adult",4
20,"FRED_S4",0.173,"RED","adult",4
21,"FRED_S4",0.008,"RED","adult",4
22,"FRED_S4",0.084,"RED","adult",4
23,"FRED_S4",0,"RED","adult",4
24,"FRED_S4",0,"RED","adult",4
25,"FRED_S4",0,"RED","adult",4
26,"FRED_S4",0,"RED","adult",4
27,"FRED_S4",0,"RED","adult",4
28,"FRED_S4",0,"RED","adult",4
29,"FRED_S4",0,"RED","adult",4
0,"FRED_S1juv",0,"RED","juv",1
1,"FRED_S1juv",0,"RED","juv",1
2,"FRED_S1juv",0,"RED","juv",1
3,"FRED_S1juv",0,"RED","juv",1
4,"FRED_S1juv",0,"RED","juv",1
5,"FRED_S1juv",0,"RED","juv",1
6,"FRED_S1juv",0,"RED","juv",1
7,"FRED_S1juv",0,"RED","juv",1
8,"FRED_S1juv",0,"RED","juv",1
9,"FRED_S1juv",0,"RED","juv",1
10,"FRED_S1juv",0.015,"RED","juv",1
11,"FRED_S1juv",0.178,"RED","juv",1
12,"FRED_S1juv",0.006,"RED","juv",1
13,"FRED_S1juv",0,"RED","juv",1
14,"FRED_S1juv",0,"RED","juv",1
15,"FRED_S1juv",0.001,"RED","juv",1
16,"FRED_S1juv",0.19,"RED","juv",1
17,"FRED_S1juv",0,"RED","juv",1
18,"FRED_S1juv",0,"RED","juv",1
19,"FRED_S1juv",0.119,"RED","juv",1
20,"FRED_S1juv",0.175,"RED","juv",1
21,"FRED_S1juv",0.013,"RED","juv",1
22,"FRED_S1juv",0.303,"RED","juv",1
23,"FRED_S1juv",0,"RED","juv",1
24,"FRED_S1juv",0,"RED","juv",1
25,"FRED_S1juv",0,"RED","juv",1
26,"FRED_S1juv",0,"RED","juv",1
27,"FRED_S1juv",0,"RED","juv",1
28,"FRED_S1juv",0,"RED","juv",1
29,"FRED_S1juv",0,"RED","juv",1
0,"FRED_S2juv",0,"RED","juv",2
1,"FRED_S2juv",0,"RED","juv",2
2,"FRED_S2juv",0,"RED","juv",2
3,"FRED_S2juv",0,"RED","juv",2
4,"FRED_S2juv",0,"RED","juv",2
5,"FRED_S2juv",0,"RED","juv",2
6,"FRED_S2juv",0,"RED","juv",2
7,"FRED_S2juv",0,"RED","juv",2
8,"FRED_S2juv",0,"RED","juv",2
9,"FRED_S2juv",0,"RED","juv",2
10,"FRED_S2juv",0.015,"RED","juv",2
11,"FRED_S2juv",0.178,"RED","juv",2
12,"FRED_S2juv",0.006,"RED","juv",2
13,"FRED_S2juv",0,"RED","juv",2
14,"FRED_S2juv",0,"RED","juv",2
15,"FRED_S2juv",0.001,"RED","juv",2
16,"FRED_S2juv",0.19,"RED","juv",2
17,"FRED_S2juv",0,"RED","juv",2
18,"FRED_S2juv",0,"RED","juv",2
19,"FRED_S2juv",0.119,"RED","juv",2
20,"FRED_S2juv",0.175,"RED","juv",2
21,"FRED_S2juv",0.013,"RED","juv",2
22,"FRED_S2juv",0.303,"RED","juv",2
23,"FRED_S2juv",0,"RED","juv",2
24,"FRED_S2juv",0,"RED","juv",2
25,"FRED_S2juv",0,"RED","juv",2
26,"FRED_S2juv",0,"RED","juv",2
27,"FRED_S2juv",0,"RED","juv",2
28,"FRED_S2juv",0,"RED","juv",2
29,"FRED_S2juv",0,"RED","juv",2
0,"FRED_S3juv",0,"RED","juv",3
1,"FRED_S3juv",0,"RED","juv",3
2,"FRED_S3juv",0,"RED","juv",3
3,"FRED_S3juv",0,"RED","juv",3
4,"FRED_S3juv",0,"RED","juv",3
5,"FRED_S3juv",0,"RED","juv",3
6,"FRED_S3juv",0,"RED","juv",3
7,"FRED_S3juv",0,"RED","juv",3
8,"FRED_S3juv",0,"RED","juv",3
9,"FRED_S3juv",0,"RED","juv",3
10,"FRED_S3juv",0.015,"RED","juv",3
11,"FRED_S3juv",0.178,"RED","juv",3
12,"FRED_S3juv",0.006,"RED","juv",3
13,"FRED_S3juv",0,"RED","juv",3
14,"FRED_S3juv",0,"RED","juv",3
15,"FRED_S3juv",0.001,"RED","juv",3
16,"FRED_S3juv",0.19,"RED","juv",3
17,"FRED_S3juv",0,"RED","juv",3
18,"FRED_S3juv",0,"RED","juv",3
19,"FRED_S3juv",0.119,"RED","juv",3
20,"FRED_S3juv",0.175,"RED","juv",3
21,"FRED_S3juv",0.013,"RED","juv",3
22,"FRED_S3juv",0.303,"RED","juv",3
23,"FRED_S3juv",0,"RED","juv",3
24,"FRED_S3juv",0,"RED","juv",3
25,"FRED_S3juv",0,"RED","juv",3
26,"FRED_S3juv",0,"RED","juv",3
27,"FRED_S3juv",0,"RED","juv",3
28,"FRED_S3juv",0,"RED","juv",3
29,"FRED_S3juv",0,"RED","juv",3
0,"FRED_S4juv",0,"RED","juv",4
1,"FRED_S4juv",0,"RED","juv",4
2,"FRED_S4juv",0,"RED","juv",4
3,"FRED_S4juv",0,"RED","juv",4
4,"FRED_S4juv",0,"RED","juv",4
5,"FRED_S4juv",0,"RED","juv",4
6,"FRED_S4juv",0,"RED","juv",4
7,"FRED_S4juv",0,"RED","juv",4
8,"FRED_S4juv",0.002,"RED","juv",4
9,"FRED_S4juv",0,"RED","juv",4
10,"FRED_S4juv",0.021,"RED","juv",4
11,"FRED_S4juv",0.153,"RED","juv",4
12,"FRED_S4juv",0.003,"RED","juv",4
13,"FRED_S4juv",0,"RED","juv",4
14,"FRED_S4juv",0,"RED","juv",4
15,"FRED_S4juv",0,"RED","juv",4
16,"FRED_S4juv",0.178,"RED","juv",4
17,"FRED_S4juv",0,"RED","juv",4
18,"FRED_S4juv",0.001,"RED","juv",4
19,"FRED_S4juv",0.377,"RED","juv",4
20,"FRED_S4juv",0.173,"RED","juv",4
21,"FRED_S4juv",0.008,"RED","juv",4
22,"FRED_S4juv",0.084,"RED","juv",4
23,"FRED_S4juv",0,"RED","juv",4
24,"FRED_S4juv",0,"RED","juv",4
25,"FRED_S4juv",0,"RED","juv",4
26,"FRED_S4juv",0,"RED","juv",4
27,"FRED_S4juv",0,"RED","juv",4
28,"FRED_S4juv",0,"RED","juv",4
29,"FRED_S4juv",0,"RED","juv",4
0,"FOPT_S1",0,"OPT","adult",1
1,"FOPT_S1",0.015,"OPT","adult",1
2,"FOPT_S1",0.04,"OPT","adult",1
3,"FOPT_S1",0.001,"OPT","adult",1
4,"FOPT_S1",0.019,"OPT","adult",1
5,"FOPT_S1",0.116,"OPT","adult",1
6,"FOPT_S1",0.047,"OPT","adult",1
7,"FOPT_S1",0.047,"OPT","adult",1
8,"FOPT_S1",0.05,"OPT","adult",1
9,"FOPT_S1",0.032,"OPT","adult",1
10,"FOPT_S1",0.25,"OPT","adult",1
11,"FOPT_S1",0.087,"OPT","adult",1
12,"FOPT_S1",0.027,"OPT","adult",1
13,"FOPT_S1",0.054,"OPT","adult",1
14,"FOPT_S1",0.039,"OPT","adult",1
15,"FOPT_S1",0.032,"OPT","adult",1
16,"FOPT_S1",0.016,"OPT","adult",1
