"box","variable","value","Code","phase","season"
5,"FWHK_S4",0.001,"WHK","adult",4
6,"FWHK_S4",0.001,"WHK","adult",4
7,"FWHK_S4",0,"WHK","adult",4
8,"FWHK_S4",0.009,"WHK","adult",4
9,"FWHK_S4",0,"WHK","adult",4
10,"FWHK_S4",0.027,"WHK","adult",4
11,"FWHK_S4",0.145,"WHK","adult",4
12,"FWHK_S4",0.007,"WHK","adult",4
13,"FWHK_S4",0.003,"WHK","adult",4
14,"FWHK_S4",0.002,"WHK","adult",4
15,"FWHK_S4",0.005,"WHK","adult",4
16,"FWHK_S4",0.095,"WHK","adult",4
17,"FWHK_S4",0.025,"WHK","adult",4
18,"FWHK_S4",0.028,"WHK","adult",4
19,"FWHK_S4",0.35,"WHK","adult",4
20,"FWHK_S4",0.112,"WHK","adult",4
21,"FWHK_S4",0.026,"WHK","adult",4
22,"FWHK_S4",0.164,"WHK","adult",4
23,"FWHK_S4",0,"WHK","adult",4
24,"FWHK_S4",0,"WHK","adult",4
25,"FWHK_S4",0,"WHK","adult",4
26,"FWHK_S4",0,"WHK","adult",4
27,"FWHK_S4",0,"WHK","adult",4
28,"FWHK_S4",0,"WHK","adult",4
29,"FWHK_S4",0,"WHK","adult",4
0,"FWHK_S1juv",0,"WHK","juv",1
1,"FWHK_S1juv",0,"WHK","juv",1
2,"FWHK_S1juv",0,"WHK","juv",1
3,"FWHK_S1juv",0.003,"WHK","juv",1
4,"FWHK_S1juv",0,"WHK","juv",1
5,"FWHK_S1juv",0,"WHK","juv",1
6,"FWHK_S1juv",0.006,"WHK","juv",1
7,"FWHK_S1juv",0,"WHK","juv",1
8,"FWHK_S1juv",0,"WHK","juv",1
9,"FWHK_S1juv",0.002,"WHK","juv",1
10,"FWHK_S1juv",0.003,"WHK","juv",1
11,"FWHK_S1juv",0.129,"WHK","juv",1
12,"FWHK_S1juv",0.009,"WHK","juv",1
13,"FWHK_S1juv",0.001,"WHK","juv",1
14,"FWHK_S1juv",0.007,"WHK","juv",1
15,"FWHK_S1juv",0.01,"WHK","juv",1
16,"FWHK_S1juv",0.049,"WHK","juv",1
17,"FWHK_S1juv",0.004,"WHK","juv",1
18,"FWHK_S1juv",0.006,"WHK","juv",1
19,"FWHK_S1juv",0.372,"WHK","juv",1
20,"FWHK_S1juv",0.239,"WHK","juv",1
21,"FWHK_S1juv",0.048,"WHK","juv",1
22,"FWHK_S1juv",0.112,"WHK","juv",1
23,"FWHK_S1juv",0,"WHK","juv",1
24,"FWHK_S1juv",0,"WHK","juv",1
25,"FWHK_S1juv",0,"WHK","juv",1
26,"FWHK_S1juv",0,"WHK","juv",1
27,"FWHK_S1juv",0,"WHK","juv",1
28,"FWHK_S1juv",0,"WHK","juv",1
29,"FWHK_S1juv",0,"WHK","juv",1
0,"FWHK_S2juv",0,"WHK","juv",2
1,"FWHK_S2juv",0,"WHK","juv",2
2,"FWHK_S2juv",0,"WHK","juv",2
3,"FWHK_S2juv",0.003,"WHK","juv",2
4,"FWHK_S2juv",0,"WHK","juv",2
5,"FWHK_S2juv",0,"WHK","juv",2
6,"FWHK_S2juv",0.006,"WHK","juv",2
7,"FWHK_S2juv",0,"WHK","juv",2
8,"FWHK_S2juv",0,"WHK","juv",2
9,"FWHK_S2juv",0.002,"WHK","juv",2
10,"FWHK_S2juv",0.003,"WHK","juv",2
11,"FWHK_S2juv",0.129,"WHK","juv",2
12,"FWHK_S2juv",0.009,"WHK","juv",2
13,"FWHK_S2juv",0.001,"WHK","juv",2
14,"FWHK_S2juv",0.007,"WHK","juv",2
15,"FWHK_S2juv",0.01,"WHK","juv",2
16,"FWHK_S2juv",0.049,"WHK","juv",2
17,"FWHK_S2juv",0.004,"WHK","juv",2
18,"FWHK_S2juv",0.006,"WHK","juv",2
19,"FWHK_S2juv",0.372,"WHK","juv",2
20,"FWHK_S2juv",0.239,"WHK","juv",2
21,"FWHK_S2juv",0.048,"WHK","juv",2
22,"FWHK_S2juv",0.112,"WHK","juv",2
23,"FWHK_S2juv",0,"WHK","juv",2
24,"FWHK_S2juv",0,"WHK","juv",2
25,"FWHK_S2juv",0,"WHK","juv",2
26,"FWHK_S2juv",0,"WHK","juv",2
27,"FWHK_S2juv",0,"WHK","juv",2
28,"FWHK_S2juv",0,"WHK","juv",2
29,"FWHK_S2juv",0,"WHK","juv",2
0,"FWHK_S3juv",0,"WHK","juv",3
1,"FWHK_S3juv",0,"WHK","juv",3
2,"FWHK_S3juv",0,"WHK","juv",3
3,"FWHK_S3juv",0.003,"WHK","juv",3
4,"FWHK_S3juv",0,"WHK","juv",3
5,"FWHK_S3juv",0,"WHK","juv",3
6,"FWHK_S3juv",0.006,"WHK","juv",3
7,"FWHK_S3juv",0,"WHK","juv",3
8,"FWHK_S3juv",0,"WHK","juv",3
9,"FWHK_S3juv",0.002,"WHK","juv",3
10,"FWHK_S3juv",0.003,"WHK","juv",3
11,"FWHK_S3juv",0.129,"WHK","juv",3
12,"FWHK_S3juv",0.009,"WHK","juv",3
13,"FWHK_S3juv",0.001,"WHK","juv",3
14,"FWHK_S3juv",0.007,"WHK","juv",3
15,"FWHK_S3juv",0.01,"WHK","juv",3
16,"FWHK_S3juv",0.049,"WHK","juv",3
17,"FWHK_S3juv",0.004,"WHK","juv",3
18,"FWHK_S3juv",0.006,"WHK","juv",3
19,"FWHK_S3juv",0.372,"WHK","juv",3
20,"FWHK_S3juv",0.239,"WHK","juv",3
21,"FWHK_S3juv",0.048,"WHK","juv",3
22,"FWHK_S3juv",0.112,"WHK","juv",3
23,"FWHK_S3juv",0,"WHK","juv",3
24,"FWHK_S3juv",0,"WHK","juv",3
25,"FWHK_S3juv",0,"WHK","juv",3
26,"FWHK_S3juv",0,"WHK","juv",3
27,"FWHK_S3juv",0,"WHK","juv",3
28,"FWHK_S3juv",0,"WHK","juv",3
29,"FWHK_S3juv",0,"WHK","juv",3
0,"FWHK_S4juv",0,"WHK","juv",4
1,"FWHK_S4juv",0,"WHK","juv",4
2,"FWHK_S4juv",0,"WHK","juv",4
3,"FWHK_S4juv",0,"WHK","juv",4
4,"FWHK_S4juv",0,"WHK","juv",4
5,"FWHK_S4juv",0.001,"WHK","juv",4
6,"FWHK_S4juv",0.001,"WHK","juv",4
7,"FWHK_S4juv",0,"WHK","juv",4
8,"FWHK_S4juv",0.009,"WHK","juv",4
9,"FWHK_S4juv",0,"WHK","juv",4
10,"FWHK_S4juv",0.027,"WHK","juv",4
11,"FWHK_S4juv",0.145,"WHK","juv",4
12,"FWHK_S4juv",0.007,"WHK","juv",4
13,"FWHK_S4juv",0.003,"WHK","juv",4
14,"FWHK_S4juv",0.002,"WHK","juv",4
15,"FWHK_S4juv",0.005,"WHK","juv",4
16,"FWHK_S4juv",0.095,"WHK","juv",4
17,"FWHK_S4juv",0.025,"WHK","juv",4
18,"FWHK_S4juv",0.028,"WHK","juv",4
19,"FWHK_S4juv",0.35,"WHK","juv",4
20,"FWHK_S4juv",0.112,"WHK","juv",4
21,"FWHK_S4juv",0.026,"WHK","juv",4
22,"FWHK_S4juv",0.164,"WHK","juv",4
23,"FWHK_S4juv",0,"WHK","juv",4
24,"FWHK_S4juv",0,"WHK","juv",4
25,"FWHK_S4juv",0,"WHK","juv",4
26,"FWHK_S4juv",0,"WHK","juv",4
27,"FWHK_S4juv",0,"WHK","juv",4
28,"FWHK_S4juv",0,"WHK","juv",4
29,"FWHK_S4juv",0,"WHK","juv",4
0,"FBLF_S1",0,"BLF","adult",1
1,"FBLF_S1",0.22967033,"BLF","adult",1
2,"FBLF_S1",0.178021978,"BLF","adult",1
3,"FBLF_S1",0.096703297,"BLF","adult",1
4,"FBLF_S1",0.118681319,"BLF","adult",1
5,"FBLF_S1",0.104395604,"BLF","adult",1
6,"FBLF_S1",0.08021978,"BLF","adult",1
7,"FBLF_S1",0.069230769,"BLF","adult",1
8,"FBLF_S1",0.010989011,"BLF","adult",1
9,"FBLF_S1",0,"BLF","adult",1
10,"FBLF_S1",0.112087912,"BLF","adult",1
11,"FBLF_S1",0,"BLF","adult",1
12,"FBLF_S1",0,"BLF","adult",1
13,"FBLF_S1",0,"BLF","adult",1
14,"FBLF_S1",0,"BLF","adult",1
15,"FBLF_S1",0,"BLF","adult",1
16,"FBLF_S1",0,"BLF","adult",1
17,"FBLF_S1",0,"BLF","adult",1
18,"FBLF_S1",0,"BLF","adult",1
19,"FBLF_S1",0,"BLF","adult",1
20,"FBLF_S1",0,"BLF","adult",1
21,"FBLF_S1",0,"BLF","adult",1
22,"FBLF_S1",0,"BLF","adult",1
23,"FBLF_S1",0,"BLF","adult",1
24,"FBLF_S1",0,"BLF","adult",1
25,"FBLF_S1",0,"BLF","adult",1
26,"FBLF_S1",0,"BLF","adult",1
27,"FBLF_S1",0,"BLF","adult",1
28,"FBLF_S1",0,"BLF","adult",1
29,"FBLF_S1",0,"BLF","adult",1
0,"FBLF_S2",0,"BLF","adult",2
1,"FBLF_S2",0.202,"BLF","adult",2
2,"FBLF_S2",0.042,"BLF","adult",2
3,"FBLF_S2",0.038,"BLF","adult",2
4,"FBLF_S2",0.14,"BLF","adult",2
5,"FBLF_S2",0.095,"BLF","adult",2
6,"FBLF_S2",0.073,"BLF","adult",2
7,"FBLF_S2",0.123,"BLF","adult",2
8,"FBLF_S2",0.01,"BLF","adult",2
9,"FBLF_S2",0,"BLF","adult",2
10,"FBLF_S2",0.102,"BLF","adult",2
11,"FBLF_S2",0.056,"BLF","adult",2
12,"FBLF_S2",0,"BLF","adult",2
13,"FBLF_S2",0,"BLF","adult",2
14,"FBLF_S2",0.002,"BLF","adult",2
15,"FBLF_S2",0.001,"BLF","adult",2
16,"FBLF_S2",0,"BLF","adult",2
17,"FBLF_S2",0,"BLF","adult",2
18,"FBLF_S2",0,"BLF","adult",2
19,"FBLF_S2",0.013,"BLF","adult",2
20,"FBLF_S2",0,"BLF","adult",2
21,"FBLF_S2",0,"BLF","adult",2
22,"FBLF_S2",0.103,"BLF","adult",2
23,"FBLF_S2",0,"BLF","adult",2
24,"FBLF_S2",0,"BLF","adult",2
25,"FBLF_S2",0,"BLF","adult",2
26,"FBLF_S2",0,"BLF","adult",2
27,"FBLF_S2",0,"BLF","adult",2
28,"FBLF_S2",0,"BLF","adult",2
29,"FBLF_S2",0,"BLF","adult",2
0,"FBLF_S3",0,"BLF","adult",3
1,"FBLF_S3",0.202,"BLF","adult",3
2,"FBLF_S3",0.042,"BLF","adult",3
3,"FBLF_S3",0.038,"BLF","adult",3
4,"FBLF_S3",0.14,"BLF","adult",3
5,"FBLF_S3",0.095,"BLF","adult",3
6,"FBLF_S3",0.073,"BLF","adult",3
7,"FBLF_S3",0.123,"BLF","adult",3
8,"FBLF_S3",0.01,"BLF","adult",3
9,"FBLF_S3",0,"BLF","adult",3
10,"FBLF_S3",0.102,"BLF","adult",3
11,"FBLF_S3",0.056,"BLF","adult",3
12,"FBLF_S3",0,"BLF","adult",3
13,"FBLF_S3",0,"BLF","adult",3
14,"FBLF_S3",0.002,"BLF","adult",3
15,"FBLF_S3",0.001,"BLF","adult",3
16,"FBLF_S3",0,"BLF","adult",3
17,"FBLF_S3",0,"BLF","adult",3
18,"FBLF_S3",0,"BLF","adult",3
19,"FBLF_S3",0.013,"BLF","adult",3
20,"FBLF_S3",0,"BLF","adult",3
21,"FBLF_S3",0,"BLF","adult",3
22,"FBLF_S3",0.103,"BLF","adult",3
23,"FBLF_S3",0,"BLF","adult",3
24,"FBLF_S3",0,"BLF","adult",3
25,"FBLF_S3",0,"BLF","adult",3
26,"FBLF_S3",0,"BLF","adult",3
27,"FBLF_S3",0,"BLF","adult",3
28,"FBLF_S3",0,"BLF","adult",3
29,"FBLF_S3",0,"BLF","adult",3
0,"FBLF_S4",0,"BLF","adult",4
1,"FBLF_S4",0.22967033,"BLF","adult",4
2,"FBLF_S4",0.178021978,"BLF","adult",4
3,"FBLF_S4",0.096703297,"BLF","adult",4
4,"FBLF_S4",0.118681319,"BLF","adult",4
5,"FBLF_S4",0.104395604,"BLF","adult",4
6,"FBLF_S4",0.08021978,"BLF","adult",4
7,"FBLF_S4",0.069230769,"BLF","adult",4
8,"FBLF_S4",0.010989011,"BLF","adult",4
9,"FBLF_S4",0,"BLF","adult",4
10,"FBLF_S4",0.112087912,"BLF","adult",4
11,"FBLF_S4",0,"BLF","adult",4
12,"FBLF_S4",0,"BLF","adult",4
13,"FBLF_S4",0,"BLF","adult",4
14,"FBLF_S4",0,"BLF","adult",4
15,"FBLF_S4",0,"BLF","adult",4
16,"FBLF_S4",0,"BLF","adult",4
17,"FBLF_S4",0,"BLF","adult",4
18,"FBLF_S4",0,"BLF","adult",4
19,"FBLF_S4",0,"BLF","adult",4
20,"FBLF_S4",0,"BLF","adult",4
21,"FBLF_S4",0,"BLF","adult",4
22,"FBLF_S4",0,"BLF","adult",4
23,"FBLF_S4",0,"BLF","adult",4
24,"FBLF_S4",0,"BLF","adult",4
25,"FBLF_S4",0,"BLF","adult",4
26,"FBLF_S4",0,"BLF","adult",4
27,"FBLF_S4",0,"BLF","adult",4
28,"FBLF_S4",0,"BLF","adult",4
29,"FBLF_S4",0,"BLF","adult",4
0,"FBLF_S1juv",0,"BLF","juv",1
1,"FBLF_S1juv",0.299,"BLF","juv",1
2,"FBLF_S1juv",0.162,"BLF","juv",1
3,"FBLF_S1juv",0.088,"BLF","juv",1
4,"FBLF_S1juv",0.108,"BLF","juv",1
5,"FBLF_S1juv",0.095,"BLF","juv",1
6,"FBLF_S1juv",0.073,"BLF","juv",1
7,"FBLF_S1juv",0.063,"BLF","juv",1
8,"FBLF_S1juv",0.01,"BLF","juv",1
9,"FBLF_S1juv",0,"BLF","juv",1
10,"FBLF_S1juv",0.102,"BLF","juv",1
11,"FBLF_S1juv",0,"BLF","juv",1
12,"FBLF_S1juv",0,"BLF","juv",1
13,"FBLF_S1juv",0,"BLF","juv",1
14,"FBLF_S1juv",0,"BLF","juv",1
15,"FBLF_S1juv",0,"BLF","juv",1
16,"FBLF_S1juv",0,"BLF","juv",1
17,"FBLF_S1juv",0,"BLF","juv",1
18,"FBLF_S1juv",0,"BLF","juv",1
19,"FBLF_S1juv",0,"BLF","juv",1
20,"FBLF_S1juv",0,"BLF","juv",1
21,"FBLF_S1juv",0,"BLF","juv",1
22,"FBLF_S1juv",0,"BLF","juv",1
23,"FBLF_S1juv",0,"BLF","juv",1
24,"FBLF_S1juv",0,"BLF","juv",1
25,"FBLF_S1juv",0,"BLF","juv",1
26,"FBLF_S1juv",0,"BLF","juv",1
27,"FBLF_S1juv",0,"BLF","juv",1
28,"FBLF_S1juv",0,"BLF","juv",1
29,"FBLF_S1juv",0,"BLF","juv",1
0,"FBLF_S2juv",0,"BLF","juv",2
1,"FBLF_S2juv",0.202,"BLF","juv",2
2,"FBLF_S2juv",0.042,"BLF","juv",2
3,"FBLF_S2juv",0.038,"BLF","juv",2
4,"FBLF_S2juv",0.14,"BLF","juv",2
5,"FBLF_S2juv",0.095,"BLF","juv",2
6,"FBLF_S2juv",0.073,"BLF","juv",2
7,"FBLF_S2juv",0.123,"BLF","juv",2
8,"FBLF_S2juv",0.01,"BLF","juv",2
9,"FBLF_S2juv",0,"BLF","juv",2
10,"FBLF_S2juv",0.102,"BLF","juv",2
11,"FBLF_S2juv",0.056,"BLF","juv",2
12,"FBLF_S2juv",0,"BLF","juv",2
13,"FBLF_S2juv",0,"BLF","juv",2
14,"FBLF_S2juv",0.002,"BLF","juv",2
15,"FBLF_S2juv",0.001,"BLF","juv",2
16,"FBLF_S2juv",0,"BLF","juv",2
17,"FBLF_S2juv",0,"BLF","juv",2
18,"FBLF_S2juv",0,"BLF","juv",2
19,"FBLF_S2juv",0.013,"BLF","juv",2
20,"FBLF_S2juv",0,"BLF","juv",2
21,"FBLF_S2juv",0,"BLF","juv",2
22,"FBLF_S2juv",0.103,"BLF","juv",2
23,"FBLF_S2juv",0,"BLF","juv",2
24,"FBLF_S2juv",0,"BLF","juv",2
25,"FBLF_S2juv",0,"BLF","juv",2
26,"FBLF_S2juv",0,"BLF","juv",2
27,"FBLF_S2juv",0,"BLF","juv",2
28,"FBLF_S2juv",0,"BLF","juv",2
29,"FBLF_S2juv",0,"BLF","juv",2
0,"FBLF_S3juv",0,"BLF","juv",3
1,"FBLF_S3juv",0.202797203,"BLF","juv",3
2,"FBLF_S3juv",0.041958042,"BLF","juv",3
3,"FBLF_S3juv",0.037962038,"BLF","juv",3
4,"FBLF_S3juv",0.13986014,"BLF","juv",3
5,"FBLF_S3juv",0.094905095,"BLF","juv",3
6,"FBLF_S3juv",0.072927073,"BLF","juv",3
7,"FBLF_S3juv",0.122877123,"BLF","juv",3
8,"FBLF_S3juv",0.00999001,"BLF","juv",3
9,"FBLF_S3juv",0,"BLF","juv",3
10,"FBLF_S3juv",0.101898102,"BLF","juv",3
11,"FBLF_S3juv",0.055944056,"BLF","juv",3
12,"FBLF_S3juv",0,"BLF","juv",3
13,"FBLF_S3juv",0,"BLF","juv",3
14,"FBLF_S3juv",0.001998002,"BLF","juv",3
15,"FBLF_S3juv",0.000999001,"BLF","juv",3
16,"FBLF_S3juv",0,"BLF","juv",3
17,"FBLF_S3juv",0,"BLF","juv",3
18,"FBLF_S3juv",0,"BLF","juv",3
19,"FBLF_S3juv",0.012987013,"BLF","juv",3
20,"FBLF_S3juv",0,"BLF","juv",3
21,"FBLF_S3juv",0,"BLF","juv",3
22,"FBLF_S3juv",0.102897103,"BLF","juv",3
23,"FBLF_S3juv",0,"BLF","juv",3
24,"FBLF_S3juv",0,"BLF","juv",3
25,"FBLF_S3juv",0,"BLF","juv",3
26,"FBLF_S3juv",0,"BLF","juv",3
27,"FBLF_S3juv",0,"BLF","juv",3
28,"FBLF_S3juv",0,"BLF","juv",3
29,"FBLF_S3juv",0,"BLF","juv",3
0,"FBLF_S4juv",0,"BLF","juv",4
1,"FBLF_S4juv",0.299,"BLF","juv",4
2,"FBLF_S4juv",0.162,"BLF","juv",4
3,"FBLF_S4juv",0.088,"BLF","juv",4
4,"FBLF_S4juv",0.108,"BLF","juv",4
5,"FBLF_S4juv",0.095,"BLF","juv",4
6,"FBLF_S4juv",0.073,"BLF","juv",4
7,"FBLF_S4juv",0.063,"BLF","juv",4
8,"FBLF_S4juv",0.01,"BLF","juv",4
9,"FBLF_S4juv",0,"BLF","juv",4
10,"FBLF_S4juv",0.102,"BLF","juv",4
11,"FBLF_S4juv",0,"BLF","juv",4
12,"FBLF_S4juv",0,"BLF","juv",4
13,"FBLF_S4juv",0,"BLF","juv",4
14,"FBLF_S4juv",0,"BLF","juv",4
15,"FBLF_S4juv",0,"BLF","juv",4
16,"FBLF_S4juv",0,"BLF","juv",4
17,"FBLF_S4juv",0,"BLF","juv",4
18,"FBLF_S4juv",0,"BLF","juv",4
19,"FBLF_S4juv",0,"BLF","juv",4
20,"FBLF_S4juv",0,"BLF","juv",4
21,"FBLF_S4juv",0,"BLF","juv",4
22,"FBLF_S4juv",0,"BLF","juv",4
23,"FBLF_S4juv",0,"BLF","juv",4
24,"FBLF_S4juv",0,"BLF","juv",4
25,"FBLF_S4juv",0,"BLF","juv",4
26,"FBLF_S4juv",0,"BLF","juv",4
27,"FBLF_S4juv",0,"BLF","juv",4
28,"FBLF_S4juv",0,"BLF","juv",4
29,"FBLF_S4juv",0,"BLF","juv",4
0,"FWPF_S1",0,"WPF","adult",1
1,"FWPF_S1",0.107,"WPF","adult",1
2,"FWPF_S1",0.181,"WPF","adult",1
3,"FWPF_S1",0.001,"WPF","adult",1
4,"FWPF_S1",0.061,"WPF","adult",1
5,"FWPF_S1",0.036,"WPF","adult",1
6,"FWPF_S1",0.064,"WPF","adult",1
7,"FWPF_S1",0.066,"WPF","adult",1
8,"FWPF_S1",0.013,"WPF","adult",1
9,"FWPF_S1",0.107,"WPF","adult",1
10,"FWPF_S1",0.023,"WPF","adult",1
11,"FWPF_S1",0.003,"WPF","adult",1
12,"FWPF_S1",0.012,"WPF","adult",1
13,"FWPF_S1",0.155,"WPF","adult",1
14,"FWPF_S1",0.09,"WPF","adult",1
15,"FWPF_S1",0.058,"WPF","adult",1
16,"FWPF_S1",0,"WPF","adult",1
17,"FWPF_S1",0.01,"WPF","adult",1
18,"FWPF_S1",0.009,"WPF","adult",1
19,"FWPF_S1",0.001,"WPF","adult",1
20,"FWPF_S1",0,"WPF","adult",1
21,"FWPF_S1",0.001,"WPF","adult",1
22,"FWPF_S1",0.002,"WPF","adult",1
23,"FWPF_S1",0,"WPF","adult",1
24,"FWPF_S1",0,"WPF","adult",1
25,"FWPF_S1",0,"WPF","adult",1
26,"FWPF_S1",0,"WPF","adult",1
27,"FWPF_S1",0,"WPF","adult",1
28,"FWPF_S1",0,"WPF","adult",1
29,"FWPF_S1",0,"WPF","adult",1
0,"FWPF_S2",0,"WPF","adult",2
1,"FWPF_S2",0.107,"WPF","adult",2
2,"FWPF_S2",0.181,"WPF","adult",2
3,"FWPF_S2",0.001,"WPF","adult",2
4,"FWPF_S2",0.061,"WPF","adult",2
5,"FWPF_S2",0.036,"WPF","adult",2
6,"FWPF_S2",0.064,"WPF","adult",2
7,"FWPF_S2",0.066,"WPF","adult",2
8,"FWPF_S2",0.013,"WPF","adult",2
9,"FWPF_S2",0.107,"WPF","adult",2
10,"FWPF_S2",0.023,"WPF","adult",2
11,"FWPF_S2",0.003,"WPF","adult",2
12,"FWPF_S2",0.012,"WPF","adult",2
13,"FWPF_S2",0.155,"WPF","adult",2
14,"FWPF_S2",0.09,"WPF","adult",2
15,"FWPF_S2",0.058,"WPF","adult",2
16,"FWPF_S2",0,"WPF","adult",2
17,"FWPF_S2",0.01,"WPF","adult",2
18,"FWPF_S2",0.009,"WPF","adult",2
19,"FWPF_S2",0.001,"WPF","adult",2
20,"FWPF_S2",0,"WPF","adult",2
21,"FWPF_S2",0.001,"WPF","adult",2
22,"FWPF_S2",0.002,"WPF","adult",2
23,"FWPF_S2",0,"WPF","adult",2
24,"FWPF_S2",0,"WPF","adult",2
25,"FWPF_S2",0,"WPF","adult",2
26,"FWPF_S2",0,"WPF","adult",2
27,"FWPF_S2",0,"WPF","adult",2
28,"FWPF_S2",0,"WPF","adult",2
29,"FWPF_S2",0,"WPF","adult",2
0,"FWPF_S3",0,"WPF","adult",3
1,"FWPF_S3",0.107,"WPF","adult",3
2,"FWPF_S3",0.181,"WPF","adult",3
3,"FWPF_S3",0.001,"WPF","adult",3
4,"FWPF_S3",0.061,"WPF","adult",3
5,"FWPF_S3",0.036,"WPF","adult",3
6,"FWPF_S3",0.064,"WPF","adult",3
7,"FWPF_S3",0.066,"WPF","adult",3
8,"FWPF_S3",0.013,"WPF","adult",3
9,"FWPF_S3",0.107,"WPF","adult",3
10,"FWPF_S3",0.023,"WPF","adult",3
11,"FWPF_S3",0.003,"WPF","adult",3
12,"FWPF_S3",0.012,"WPF","adult",3
13,"FWPF_S3",0.155,"WPF","adult",3
14,"FWPF_S3",0.09,"WPF","adult",3
15,"FWPF_S3",0.058,"WPF","adult",3
16,"FWPF_S3",0,"WPF","adult",3
17,"FWPF_S3",0.01,"WPF","adult",3
18,"FWPF_S3",0.009,"WPF","adult",3
19,"FWPF_S3",0.001,"WPF","adult",3
20,"FWPF_S3",0,"WPF","adult",3
21,"FWPF_S3",0.001,"WPF","adult",3
22,"FWPF_S3",0.002,"WPF","adult",3
23,"FWPF_S3",0,"WPF","adult",3
24,"FWPF_S3",0,"WPF","adult",3
25,"FWPF_S3",0,"WPF","adult",3
26,"FWPF_S3",0,"WPF","adult",3
27,"FWPF_S3",0,"WPF","adult",3
28,"FWPF_S3",0,"WPF","adult",3
29,"FWPF_S3",0,"WPF","adult",3
0,"FWPF_S4",0,"WPF","adult",4
1,"FWPF_S4",0.052,"WPF","adult",4
2,"FWPF_S4",0.118,"WPF","adult",4
3,"FWPF_S4",0.002,"WPF","adult",4
4,"FWPF_S4",0.03,"WPF","adult",4
5,"FWPF_S4",0.034,"WPF","adult",4
6,"FWPF_S4",0.024,"WPF","adult",4
7,"FWPF_S4",0.099,"WPF","adult",4
8,"FWPF_S4",0.025,"WPF","adult",4
9,"FWPF_S4",0.092,"WPF","adult",4
10,"FWPF_S4",0.103,"WPF","adult",4
11,"FWPF_S4",0.002,"WPF","adult",4
12,"FWPF_S4",0.006,"WPF","adult",4
13,"FWPF_S4",0.339,"WPF","adult",4
14,"FWPF_S4",0.015,"WPF","adult",4
15,"FWPF_S4",0.038,"WPF","adult",4
16,"FWPF_S4",0,"WPF","adult",4
17,"FWPF_S4",0.014,"WPF","adult",4
18,"FWPF_S4",0.005,"WPF","adult",4
19,"FWPF_S4",0,"WPF","adult",4
20,"FWPF_S4",0,"WPF","adult",4
21,"FWPF_S4",0.002,"WPF","adult",4
22,"FWPF_S4",0,"WPF","adult",4
23,"FWPF_S4",0,"WPF","adult",4
24,"FWPF_S4",0,"WPF","adult",4
25,"FWPF_S4",0,"WPF","adult",4
26,"FWPF_S4",0,"WPF","adult",4
27,"FWPF_S4",0,"WPF","adult",4
28,"FWPF_S4",0,"WPF","adult",4
29,"FWPF_S4",0,"WPF","adult",4
0,"FWPF_S1juv",0,"WPF","juv",1
1,"FWPF_S1juv",0.107,"WPF","juv",1
2,"FWPF_S1juv",0.181,"WPF","juv",1
3,"FWPF_S1juv",0.001,"WPF","juv",1
4,"FWPF_S1juv",0.061,"WPF","juv",1
5,"FWPF_S1juv",0.036,"WPF","juv",1
6,"FWPF_S1juv",0.064,"WPF","juv",1
7,"FWPF_S1juv",0.066,"WPF","juv",1
8,"FWPF_S1juv",0.013,"WPF","juv",1
9,"FWPF_S1juv",0.107,"WPF","juv",1
10,"FWPF_S1juv",0.023,"WPF","juv",1
11,"FWPF_S1juv",0.003,"WPF","juv",1
12,"FWPF_S1juv",0.012,"WPF","juv",1
13,"FWPF_S1juv",0.155,"WPF","juv",1
14,"FWPF_S1juv",0.09,"WPF","juv",1
15,"FWPF_S1juv",0.058,"WPF","juv",1
16,"FWPF_S1juv",0,"WPF","juv",1
17,"FWPF_S1juv",0.01,"WPF","juv",1
18,"FWPF_S1juv",0.009,"WPF","juv",1
19,"FWPF_S1juv",0.001,"WPF","juv",1
20,"FWPF_S1juv",0,"WPF","juv",1
21,"FWPF_S1juv",0.001,"WPF","juv",1
22,"FWPF_S1juv",0.002,"WPF","juv",1
23,"FWPF_S1juv",0,"WPF","juv",1
24,"FWPF_S1juv",0,"WPF","juv",1
25,"FWPF_S1juv",0,"WPF","juv",1
26,"FWPF_S1juv",0,"WPF","juv",1
27,"FWPF_S1juv",0,"WPF","juv",1
28,"FWPF_S1juv",0,"WPF","juv",1
29,"FWPF_S1juv",0,"WPF","juv",1
0,"FWPF_S2juv",0,"WPF","juv",2
1,"FWPF_S2juv",0.107,"WPF","juv",2
2,"FWPF_S2juv",0.181,"WPF","juv",2
3,"FWPF_S2juv",0.001,"WPF","juv",2
4,"FWPF_S2juv",0.061,"WPF","juv",2
5,"FWPF_S2juv",0.036,"WPF","juv",2
6,"FWPF_S2juv",0.064,"WPF","juv",2
7,"FWPF_S2juv",0.066,"WPF","juv",2
8,"FWPF_S2juv",0.013,"WPF","juv",2
9,"FWPF_S2juv",0.107,"WPF","juv",2
10,"FWPF_S2juv",0.023,"WPF","juv",2
11,"FWPF_S2juv",0.003,"WPF","juv",2
12,"FWPF_S2juv",0.012,"WPF","juv",2
13,"FWPF_S2juv",0.155,"WPF","juv",2
14,"FWPF_S2juv",0.09,"WPF","juv",2
15,"FWPF_S2juv",0.058,"WPF","juv",2
16,"FWPF_S2juv",0,"WPF","juv",2
17,"FWPF_S2juv",0.01,"WPF","juv",2
18,"FWPF_S2juv",0.009,"WPF","juv",2
