"time" "MAK" "HER" "WHK" "BLF" "WPF" "SUF" "WIF" "WTF" "FOU" "HAL" "PLA" "FLA" "BFT" "TUN" "BIL" "MPF" "BUT" "BPF" "ANC" "GOO" "MEN" "FDE" "COD" "SHK" "OHK" "POL" "RHK" "BSB" "SCU" "TYL" "RED" "OPT" "SAL" "DRM" "STB" "TAU" "WOL" "SDF" "FDF" "HAD" "YTF" "DOG" "SMO" "SSH" "DSH" "BLS" "POR" "PSH" "WSK" "LSK" "SK" "SB" "PIN" "RWH" "BWH" "SWH" "TWH" "INV" "LSQ" "ISQ" "SCA" "QHG" "CLA" "BFF" "BG" "LOB" "BMS" "NSH" "OSH" "ZL" "BD" "MA" "MB" "SG" "BC" "ZG" "PL" "DF" "PS" "ZM" "ZS" "PB" "BB" "BO" "DL" "DR" "DC" "DIN" "PelDemRatio" "PiscivPlankRatio" "DivCount" "InfEpiRatio" "BSSslope" "HabitCover"
5840 725049.498884 1299706.985974 56005.251472 217659.146551 24308.872429 301385.966968 94760.029465 41827.227308 10134.701317 84716.231453 46287.458744 2997.141639 45732.366448 400522.07151 170421.233783 1843.061671 122130.107762 350201.790122 442455.96016 163497.947548 5338279.473355 132938.232283 295810.410508 905329.67923 9938.065458 197203.378083 317709.529785 35385.36186 520335.700524 6697.252432 272381.056753 48932.358021 4194.057517 337470.450009 146798.297555 1673.39251 10748.921199 3358755.758933 413420.063512 322339.799481 71752.150744 589379.991993 177128.86239 15474.418085 1779546.958246 2623.847401 13260.14151 136705.746123 1000761.252107 314553.575399 172754.262734 4354.523844 1688.989777 4005.425982 8079.852705 12529.222409 7219.5347 1605.275043 51744.105338 12780.36889 175526.790073 3890925.985177 6293371.566197 14112918.094258 7311039.442805 241119.2183 1123885.716566 29086.676291 73980.40646 177824.081426 4283849.665701 0.000301 0.098556 0.000301 6310976.637369 709397.30297 5006213.136974 1104736.345397 3723575.312756 2118620.446063 3057054.556719 35216.743967 68890.400391 68335689.897831 106943.505746 4025518.305465 0 1348845557.02548 0.331208 14.819274 60.227273 2.045293 134.710709 1.385763
5913 734169.644944 1394840.40885 58408.552065 222174.848102 25421.553482 309275.951101 80964.953382 43000.592502 10569.312029 87988.91685 48654.636678 3086.394296 50069.292335 448574.559905 193698.645977 1975.961916 126627.591673 369755.153332 452523.565275 183031.673074 5436936.908026 96602.520998 260824.1969 932988.579695 10401.851331 158074.430649 328288.425955 35906.835004 533315.970886 6938.855349 277978.906721 52028.216554 4341.504171 342284.157665 147973.016967 1752.671421 8104.883393 2320446.58448 307999.707676 264903.925205 61428.591381 606996.784933 180990.593263 15938.024733 1829296.927409 2623.847401 13260.14151 136705.746123 1032640.868481 323190.252807 177274.883532 4354.523844 1688.995226 4005.425982 8079.852705 12529.222409 7219.5347 1237.163451 43157.586895 10570.789705 174735.413958 3888915.560729 6291305.978683 14102451.168204 7291427.546377 241385.754775 1129245.770122 17386.645381 42341.690932 171594.469619 4290358.24072 0.000301 0.098019 0.000301 6314277.733038 702596.898894 5023229.151164 1168745.514811 3061679.598726 2133972.623146 2364629.149253 24356.5868 65301.523735 68404624.368258 78782.210226 3008398.215489 0 1352167651.42045 0.360873 13.504694 61.636364 2.050108 126.431306 1.384945
5986 750580.675037 1490689.571352 60633.690177 230467.199063 26544.423624 317828.629894 80360.873344 41392.836349 11000.146539 91024.3914 42697.711044 3168.909194 56498.587753 457129.316868 221912.019439 2101.860688 88845.958212 240195.092588 338751.816826 200857.921197 5527363.985141 103450.685297 262276.815721 961272.28607 10821.382568 166348.084826 338189.762185 36566.826831 548687.067926 7149.581983 249269.622132 38355.953866 4442.438079 351123.476038 149100.701675 1834.933994 8797.48485 2477458.404213 327187.568407 277822.243858 57697.88406 623355.268319 185282.561364 16436.060733 1883163.934617 2623.847401 13260.14151 136705.746123 1042807.051857 330795.896733 181894.669732 4324.203652 1689.000549 4459.877617 8877.583314 12666.842845 7299.94178 1305.011947 36723.197473 9004.533195 173976.09356 3888087.533695 6290471.188156 14092652.837379 7272129.395037 241507.504748 1134664.915001 12358.727485 32999.821946 165715.574741 4297186.613518 0.000301 0.098659 0.000301 6317306.301769 696764.75725 4940628.62644 1083134.306552 3741177.50977 2145606.039137 2565936.367086 34721.584163 61560.871652 68485748.262245 112432.229684 2460567.258846 0 1354893986.22397 0.381902 4.632765 67.590909 2.054089 146.899452 1.384434
6059 771499.041593 1623163.968186 55068.858317 191364.540691 23192.519273 335491.174973 87359.874323 42491.379818 9636.430732 81539.713824 41591.207341 2778.661116 47083.62815 410800.992706 186739.663467 1466.384388 99876.451042 277588.956632 380442.86589 222218.794229 5641135.96317 112995.687911 277712.389161 755507.696985 8562.788578 175166.208661 272704.617648 31783.879392 442761.193165 6197.595341 251983.215178 41787.827464 4561.340334 293625.201802 135595.529516 1524.437681 9556.547617 2697466.683709 349195.794151 291710.910513 62829.16488 542286.797787 159820.994328 13764.798732 1593811.790514 2672.029331 13322.409335 153410.227166 909780.160545 285614.469511 161717.12745 4280.643471 1642.888657 4342.150613 8680.249712 12665.911976 7299.757293 1382.945316 30288.578066 7444.631351 174141.209699 3885803.445406 6285800.867534 14080534.266349 7271015.380435 242692.618376 1143549.511876 9215.909912 27140.465134 152870.850545 4308773.03322 0.000301 0.100117 0.000301 6320984.675213 688060.532535 3367374.168332 1016364.196756 4262284.492483 2177576.699365 3476620.301605 51980.073894 58245.804174 68648200.074353 152356.841955 3051856.61591 0 1365628284.90093 0.411412 5.008007 69.863636 2.05923 179.154135 1.383545
6132 752832.835003 1423438.892824 53612.843625 217312.759997 24426.431447 298463.878293 93773.43951 40292.378203 9296.921665 78095.714796 44351.821261 2845.802602 44399.88998 388595.92888 169534.745891 1642.573171 112550.237741 314086.00025 418160.091898 190358.504006 5359623.849282 124292.197463 295493.790984 804288.493935 9291.150326 185324.903208 286067.231652 34531.125532 481849.900928 6608.599426 253732.813529 45604.845345 3849.470101 323047.499901 143386.07792 1744.607507 10436.943711 2954726.044454 374743.683741 307990.298155 68446.167127 572158.983938 170478.436337 14962.099765 1718500.525344 2652.438512 13041.40358 137485.305514 960699.473732 297894.835737 167917.154587 4630.556531 1641.943557 4181.030066 8422.380467 12612.656971 7269.883801 1472.957829 25187.921716 6168.96843 174745.775525 3883802.355439 6281604.81656 14067345.924669 7301870.297545 244689.862364 1154378.963883 7235.63252 23230.205625 139497.678715 4321655.622746 0.000301 0.100477 0.000301 6325149.602712 676664.556988 5067214.203553 1046210.121393 5250525.372553 2208204.11902 3975986.274256 59290.134083 66178.332216 68826160.233194 168026.586776 4131008.027211 0 1384593971.45778 0.350388 11.394663 65.590909 2.063246 158.14048 1.382626
6205 787831.277835 1281493.083405 57799.954201 226440.770759 26328.052093 290073.883811 99234.701456 41814.857696 9905.212301 82120.704228 47203.613054 2974.369535 44399.88998 388595.92888 169534.745891 1807.937666 120504.650973 340690.623418 442544.670538 136499.702291 5009969.856426 132912.199863 314112.261366 843579.444581 9895.485949 195690.422747 298739.847061 35742.974106 503768.985503 6992.872117 261817.434257 49476.090459 4086.346511 338531.108514 145622.335075 1880.284886 11338.36063 3161138.804219 396377.631307 324734.898806 73463.89981 596421.211462 176817.253978 15704.332571 1796236.850447 2652.438512 13041.40358 137485.305514 1004389.428875 311094.260887 177837.670886 4630.556531 1641.948459 4164.832819 8396.994765 12612.274282 7269.880144 1548.711091 52395.611645 12978.102262 174734.443362 3883043.824682 6283745.646538 14058340.837459 7320089.605504 246016.434303 1162715.969517 29259.587565 75852.633913 133499.14808 4330051.420194 0.000301 0.099207 0.000301 6328924.456977 667648.385081 4952947.578948 1112656.313258 3723630.127808 2274269.422765 3046953.721961 35195.388603 67812.025074 68935251.818247 106801.821362 4011921.218538 0 1397067221.14476 0.326166 14.151708 60.227273 2.067042 146.829568 1.382525
6278 798328.356017 1377878.62685 60271.574651 231209.555865 27542.948 297524.310491 84695.485613 43025.372416 10335.648839 85317.536935 49654.897799 3063.299956 49540.088667 438336.297072 197796.582995 1938.391882 124981.72953 359702.271668 452634.058311 152019.48844 5109509.589634 96010.447187 276925.355346 871284.738517 10358.967802 157141.664456 308723.101257 36280.123569 516226.051257 7257.15795 267542.310539 52622.167617 4238.810279 343310.940062 146819.392753 1969.990327 8538.22692 2165648.096649 294147.209453 267163.815177 62933.003734 613987.785908 180671.966622 16175.477392 1845804.259989 2652.438512 13041.40358 137485.305514 1035369.075992 319699.882416 182458.455745 4630.556531 1641.953995 4164.832819 8396.994765 12612.274282 7269.880144 1192.110817 44194.546303 10879.946147 173997.073997 3881118.451215 6282111.276457 14048657.891656 7301071.454633 246490.935972 1168472.728166 17517.575267 43387.691887 130278.85469 4336252.774947 0.000301 0.098609 0.000301 6332236.38435 660881.748983 4905980.00977 1155182.298948 3042915.558049 2298375.643679 2355316.45587 24276.278203 64249.700596 69003842.090824 78298.335954 3002833.517271 0 1400253035.53846 0.356056 12.913494 61.590909 2.071841 138.702547 1.381838
6351 816979.900366 1474426.675755 62552.546993 239767.315004 28757.633123 305541.999956 84410.702873 41496.936294 10759.755664 88268.454718 43600.974452 3144.958817 56764.762625 449782.864565 228385.729935 2061.522939 89939.775222 230922.050368 338532.396106 166022.943038 5200211.787018 102816.204594 278438.050811 899728.467912 10775.972242 165477.980238 318017.975049 36949.044493 530874.148588 7486.49577 235480.233029 38727.376117 4343.083736 352098.4373 147963.231666 2061.9503 9267.736184 2311451.555218 312582.453745 280165.402023 59506.274496 629890.511751 184911.746451 16676.838926 1898964.562071 2652.438512 13041.40358 137485.305514 1042115.916523 327224.215407 187163.687906 4596.857546 1641.959417 4637.39573 9231.392986 12742.026055 7345.758877 1258.729857 37964.112846 9369.665587 173279.961997 3880318.15994 6281488.818247 14039532.439101 7282045.761686 246798.625281 1174240.909263 12473.268757 33669.02062 127227.381576 4342662.120382 0.000301 0.099374 0.000301 6335265.154517 655168.092327 4905318.87935 1113442.424041 3748644.746748 2315366.846616 2545092.850451 34606.49944 60542.602011 69083866.339573 111878.273427 2447442.115194 0 1402739047.68586 0.379715 4.462916 67.590909 2.075706 160.47141 1.381414
6424 840681.023379 1608203.116695 56922.581394 198127.690361 25096.056697 322239.04993 91773.305316 42625.880189 9434.973666 79263.687058 42548.946227 2757.617198 47726.172016 405580.193315 190604.641267 1417.017276 100754.660473 266852.584227 380306.842256 182810.79319 5313752.546784 112294.036631 294854.993641 713840.990737 8523.333253 174356.234727 255997.546244 32110.733307 427125.49688 6536.160613 238027.29005 42183.013677 4466.536783 294471.592748 135227.452274 1702.439411 10068.248697 2515112.832884 333650.845831 294122.953906 64649.155382 548023.681505 159376.558974 13944.84262 1605718.876761 2701.131822 13106.789397 154222.852577 911546.429155 282614.078377 166178.810302 4557.884695 1591.719873 4520.979553 9038.547384 12741.16733 7345.548492 1335.120947 31510.144745 7810.391378 173539.744351 3878116.761738 6276913.446226 14028359.764269 7281006.147851 248191.947237 1183709.212734 9329.323407 27686.803601 119285.707263 4353566.223117 0.000301 0.100784 0.000301 6338931.636253 646735.563649 3321348.341784 1018120.153885 4278089.771696 2354405.71249 3445926.737252 51696.285074 57209.397735 69244908.667585 151777.652624 3022951.767476 0 1413113279.84108 0.409999 4.84036 69.863636 2.080802 193.370265 1.380653
6497 849199.521521 1413377.128658 55142.679731 224668.023145 26409.431619 287605.287858 98630.507456 40226.408116 9098.740903 75475.664547 45395.833429 2824.637289 44802.55327 384141.277669 173221.939808 1588.300036 113273.005824 302032.624172 418470.688258 156576.155174 5040509.310056 123592.22165 313804.582277 763693.168648 9249.263269 184613.944319 268583.044084 34925.85295 464978.757858 6978.354641 239656.260684 46045.506269 3767.171579 324275.548147 142705.682085 1948.158054 10996.876031 2754820.51697 358245.835908 310502.206978 70310.525613 577607.867084 170034.332612 15164.572807 1730301.081591 2680.287982 12816.690179 138229.694262 960735.424421 294893.381238 172484.466895 4900.205691 1590.679369 4359.929345 8784.030637 12683.605985 7313.155009 1423.824759 26219.498327 6488.529968 174290.060359 3876187.134353 6272705.500717 14016230.447157 7312177.681129 250438.913441 1195342.974322 7321.485021 23732.326433 110897.519944 4365755.458717 0.000301 0.101223 0.000301 6343097.574991 635664.056404 4985815.482391 1047540.576078 5260893.404236 2396561.262647 3957152.832105 59181.77867 65170.174004 69422838.141931 167579.538203 4105929.080017 0 1431838533.04708 0.348465 10.940282 65.636364 2.084814 172.666626 1.379885
6570 887881.060993 1262057.35074 59480.295357 234114.799525 28469.506429 276425.89691 104487.568064 41781.165505 9701.138351 79422.384174 48343.506623 2952.799058 44802.55327 384141.277669 173221.939808 1749.434604 121144.702915 327688.354548 443093.631475 115805.304896 4694669.909844 132225.217511 333711.889652 803486.038716 9852.26215 195102.72798 280544.881678 36175.37382 486193.361352 7395.695165 247793.224811 49974.049487 4009.523799 339943.275309 144949.137746 2100.591245 11948.038335 2947519.855851 379107.010664 327406.594337 75381.175309 601699.085568 176387.72587 15921.21327 1808013.171174 2680.287982 12816.690179 138229.694262 1003062.065842 308064.294202 182641.877273 4900.205691 1590.684323 4343.617599 8758.813398 12683.249087 7313.151433 1498.549123 52829.017886 13117.718699 174391.642014 3875566.792403 6275297.253128 14008209.019471 7331514.334075 251996.37625 1204267.292749 29708.021371 78550.004243 107947.573602 4373636.473156 0.000301 0.099787 0.000301 6346855.200827 626824.121546 4954826.146543 1116651.41028 3747413.659757 2476504.05055 3047093.983762 35385.744076 67003.346227 69531628.675516 107103.835991 4009273.955169 0 1444276617.5823 0.322224 13.484099 60.272727 2.088607 161.612097 1.379963
6643 899495.667788 1361080.447356 62054.064068 239058.293906 29787.908767 283429.207817 89062.266306 43022.721316 10126.307159 82555.437716 50878.243316 3041.297896 50602.945692 434657.126603 205224.382745 1876.495724 125553.61938 345954.800361 453186.031361 131262.581067 4796011.749437 95361.791741 294105.745375 831287.512843 10314.233393 157020.983615 289964.231169 36726.604068 498123.815368 7685.273871 253702.149035 53164.458029 4167.046705 344679.017697 146175.196587 2201.046793 9001.252229 2010642.82703 280965.778194 269599.799823 64774.62211 619087.977504 180228.279543 16398.371595 1857238.949094 2680.287982 12816.690179 138229.694262 1032973.165872 316619.327367 187343.67297 4900.205691 1590.68993 4343.617599 8758.813398 12683.249087 7313.151433 1154.091363 44923.493289 11104.555155 173705.957259 3873705.222629 6273953.415396 13999175.968869 7312939.758049 252643.72536 1210413.423105 17952.394987 45121.858969 106806.700525 4379433.193082 0.000301 0.099162 0.000301 6350101.862055 620173.407802 4835905.847164 1160735.817909 3042969.121915 2506720.641848 2344088.543525 24339.120194 63468.064549 69599585.911163 78221.837416 3001596.473893 0 1447329575.66253 0.351904 12.269838 61.590909 2.093412 153.696459 1.379381
6716 920236.753294 1460128.021345 64430.784044 247862.419427 31104.646082 291003.974117 88913.019103 41614.304315 10545.26957 85444.861032 44698.822479 3122.460028 57809.458404 448140.543437 238262.667706 1996.321899 88533.952751 220296.191269 339020.298311 145202.510681 4888278.561886 102153.091577 295873.409789 860002.99933 10729.739901 165464.807281 298728.271635 37413.897261 512197.429083 7937.558543 219947.385763 39168.327828 4274.827156 353492.241104 147346.424986 2303.954337 9772.480398 2146263.167766 298717.033052 282697.983814 59362.043564 634487.318953 184450.516365 16906.246086 1910050.100425 2680.287982 12816.690179 138229.694262 1035945.364784 324102.780488 192138.946177 4862.033057 1590.695422 4835.818185 9633.053311 12805.510166 7384.71353 1219.648018 38834.96363 9633.964214 173039.467465 3872909.381392 6273445.99596 13990590.275282 7294197.950734 253118.121393 1216568.151574 12825.471986 34807.344317 105674.364483 4385397.514726 0.000301 0.099942 0.000301 6353069.395364 614592.759102 4837498.708105 1118797.582885 3748704.4228 2524182.040276 2529423.551087 34618.429619 59783.569052 69679108.988098 111756.829104 2444564.067642 0 1449659060.34831 0.37853 4.319495 67.545455 2.097186 176.894595 1.379021
6789 943596.764225 1597772.223551 58780.514917 202251.012497 27121.662032 306924.910808 96679.302887 42772.24185 9256.866039 76866.257319 43724.972291 2738.132374 48704.916055 405296.948237 199945.299207 1363.44266 99125.192006 254857.074388 381093.119735 161915.95444 5003246.936187 111615.901186 313382.732174 695111.005298 8486.701802 174464.457871 240200.180163 32530.505125 411513.232022 6983.680036 222277.461997 42671.508914 4402.492294 295725.15736 135280.953827 1891.785209 10620.947548 2335397.538083 318973.841398 296758.923509 64514.968522 552531.828895 158904.769522 14121.03537 1614005.222396 2729.473049 12883.821485 155061.502462 908784.126746 279985.144509 170416.359685 4827.217896 1537.320822 4719.395294 9442.329851 12804.711353 7384.474147 1294.86168 32293.723909 8055.222076 173416.661696 3870754.742885 6268799.062628 13980169.340311 7293492.106099 254690.318978 1226705.36351 9615.531875 28596.335924 100912.539071 4395581.604866 0.000301 0.101192 0.000301 6356659.689885 606445.884548 3252914.280853 1023100.23331 4278152.631571 2567454.331129 3423186.042818 51622.198069 56484.03348 69839458.77795 151514.636366 3016765.741906 0 1459857794.87738 0.408979 4.713161 69.863636 2.102277 209.06873 1.37836
